filename,FaceOcclusion,gender
database3/database3/m.0256vn/81-FaceId-0_align.webp,0.06999369,x
database3/database3/m.01dgwg/29-FaceId-0_align.webp,0.04215151,x
database3/database3/m.02l0nk/72-FaceId-0_align.webp,0.03512641,x
database3/database3/m.026jp3/94-FaceId-1_align.webp,0.034737382,x
database3/database3/m.01ncgyv/24-FaceId-0_align.webp,0.037171304,x
database3/database3/m.02kx7g/42-FaceId-0_align.webp,0.20559458,x
database3/database3/m.02b1t9/89-FaceId-0_align.webp,0.08230351,x
database3/database3/m.027ndl1/5-FaceId-0_align.webp,0.038098082,x
database3/database3/m.0280y3d/15-FaceId-0_align.webp,0.062078588,x
database3/database3/m.01bqmg/52-FaceId-0_align.webp,0.034872595,x
database3/database3/m.01rqtb8/39-FaceId-0_align.webp,0.052406874,x
database3/database3/m.026d39_/53-FaceId-0_align.webp,0.095350124,x
database3/database3/m.027fgzm/14-FaceId-0_align.webp,0.040757637,x
database3/database3/m.026mzh/43-FaceId-0_align.webp,0.057363797,x
database3/database3/m.02gtr/19-FaceId-0_align.webp,0.027508598,x
database3/database3/m.01w2hnz/67-FaceId-0_align.webp,0.050400842,x
database3/database3/m.027y_/1-FaceId-0_align.webp,0.038912658,x
database3/database3/m.0277dcq/8-FaceId-0_align.webp,0.025278546,x
database3/database3/m.015wkb/78-FaceId-0_align.webp,0.08314477,x
database3/database3/m.01v7mn/98-FaceId-0_align.webp,0.028101921,x
database3/database3/m.017fg7/46-FaceId-0_align.webp,0.030990742,x
database3/database3/m.029cvr/81-FaceId-0_align.webp,0.064475924,x
database3/database3/m.027fxnv/10-FaceId-0_align.webp,0.0364595,x
database3/database3/m.01s0hl/29-FaceId-0_align.webp,0.060423348,x
database3/database3/m.01l8n7l/29-FaceId-0_align.webp,0.04136244,x
database3/database3/m.01n23y8/47-FaceId-0_align.webp,0.07541395,x
database3/database3/m.01vvzb1/78-FaceId-0_align.webp,0.028639615,x
database3/database3/m.01rb7m8/39-FaceId-0_align.webp,0.040062055,x
database3/database3/m.01sv0c/9-FaceId-0_align.webp,0.05522645,x
database3/database3/m.01903y/109-FaceId-0_align.webp,0.06121813,x
database3/database3/m.02712zy/98-FaceId-0_align.webp,0.050140038,x
database3/database3/m.01vdht_/94-FaceId-0_align.webp,0.059096154,x
database3/database3/m.01y6p4/80-FaceId-0_align.webp,0.020007078,x
database3/database3/m.01qqzlt/32-FaceId-0_align.webp,0.053910088,x
